LESSON;ORTHOGRAPHY;NB WORDS;AUDIOFILE NAME;WORD SWAP INDEX;PENGUIN WORDS;PENGUIN SENTENCES;SECTOR NUMBER
42;Je rampe sur les grandes branches du grand arbre.;9;Phrase_243;-;0;1;12
42;Papi tond le mouton.;4;Phrase_277;6;0;0;12
42;Édouard part sur la rivière en canoë. Il a peur des rapides !;13;Phrase_356;-;0;1;12
42;Yvan a ramé sur l'étang.;5;Phrase_240;-;0;1;12
42;Le canard barbotte sur la mare.;6;Phrase_136;-;0;1;12
42;Tu marches trop lentement.;4;Phrase_246;-;0;1;12
42;"Il y a longtemps, les dinosaures ont vécu sur la planète Terre.";12;Phrase_374;-;0;1;12
42;"Quand il prend une douche, il utilise beaucoup trop d'eau.";10;Phrase_375;-;0;1;12
42;Le loup crie la nuit.;5;Phrase_376;-;0;1;12
42;Le chasseur bloque la route du renard. Le renard fuit sous l'arbre.;12;Phrase_134;-;0;1;12
42;L'oiseau est dans son nid.;5;Phrase_377;-;0;1;12
42;"Après avoir mangé trop de chocolat, Gaëlle a mal à l'estomac.";11;Phrase_379;-;0;1;12
42;Gaëlle est trop gourmande.;4;Phrase_380;-;0;1;12
42;Les brigands s'enfuient au galop.;5;Phrase_381;-;0;1;12
42;Le léopard attrape le lézard dans ses crocs.;8;Phrase_382;-;0;1;12
42;Je me suis assis sur le tronc d'arbre.;8;Phrase_383;-;0;1;12
42;Nous avons allumé des pétards.;5;Phrase_386;-;0;1;12
42;Les têtards sont sous l'eau.;5;Phrase_387;-;0;1;12
42;Les pingouins se mettent en rang puis sautent dans l'eau.;10;Phrase_388;-;0;1;12
42;Le cheval est au galop.;5;Phrase_389;-;0;1;12
42;Le noeud de cravate est vert.;6;Phrase_390;-;0;1;12
42;Je dors sous les draps.;5;Phrase_391;-;0;1;12
42;Je ne veux pas avoir froid.;6;Phrase_392;-;0;1;12
42;"Sur la banquise, le renard est blanc.";7;Phrase_393;-;0;1;12
43;Les agneaux broutent sur la montagne.;6;Phrase_394;-;0;0;12
43;Ils grignotent des griottes.;4;Phrase_397;-;0;0;12
43;Le loup grogne.;3;Phrase_398;-;0;0;12
43;La louve grogne.;3;-;-1;0;0;12
43;Gaspard a gagné la course.;5;Phrase_399;-;0;0;12
43;Le bébé est mignon.;4;Phrase_400;-1;0;0;12
43;L'infirmière soigne le malade.;4;Phrase_401;-;0;0;12
43;Le chat ignore la souris.;5;Phrase_404;-1;0;0;12
43;La souris s'éloigne rapidement.;4;Phrase_405;-;0;0;12
43;Les champignons poussent.;3;Phrase_407;-;0;0;12
43;Gladys a gagné.;3;Phrase_408;-;0;0;12
43;Les agneaux sont doux.;4;Phrase_409;-;0;0;12
43;Maman m'accompagne à l'école.;4;Phrase_410;-;0;0;12
43;Je tourne la poignée de porte.;6;Phrase_411;-;0;0;12
43;Le rossignol chante.;3;Phrase_412;-;0;0;12
43;Papa m'accompagne.;2;-;-1;0;0;12
44;Qu'elle est belle ma maman dans sa robe violette !;10;Phrase_413;-;0;0;13
44;L'ogre a la grippe. Il reste sous sa grosse couette.;10;Phrase_138;-;0;0;13
44;Tu remplis le verre.;4;Phrase_253;-;0;0;13
44;"Dans mon épuisette, j'attrape des crevettes.";6;Phrase_416;-;0;0;13
44;J'envoie une lettre à ma grand-mère.;6;Phrase_417;-;0;0;13
44;"Le matin, papa mange une baguette et de la confiture. ";10;Phrase_418;-;0;0;13
44;"Après la fête, la poubelle est remplie. Il faut la sortir.";11;Phrase_421;-;0;0;13
44;La belette ne grignote pas de noisettes.;7;Phrase_422;-;0;0;13
44;Le lion pourchasse la gazelle dans la savane. Le lion ne gagnera pas.;13;Phrase_423;-;0;0;13
44;Mon cousin s'est déguisé en squelette.;6;Phrase_424;-;0;0;13
44;Je me cache sous la couette.;6;Phrase_425;-;0;0;13
44;Pierre est monté sur l'échelle et se balade sur le toit.;11;Phrase_426;-;0;0;13
44;Le lutin malin grimpe dans le sapin et jette des pommes de pin.;13;Phrase_291;-;0;0;13
44;Il tousse sous la couette.;5;Phrase_155;4;0;0;13
44;Nous prenons l'apéritif sur la terrasse.;6;Phrase_427;-;0;0;13
44;Je ne trouve pas la réponse à la devinette.;9;Phrase_428;-;0;0;13
44;Je porte une casquette.;4;Phrase_429;-1;0;0;13
44;Elle est coquette.;3;-;4;0;0;13
45;J'ai entendu la sonnette.;4;Phrase_419;6;0;0;13
45;J'ai fait un gâteau au chocolat.;6;Phrase_430;-;0;0;13
45;Le requin fait des vagues.;5;Phrase_431;-;0;0;13
45;Le bébé barbotte dans la baignoire.;6;Phrase_432;-;0;0;13
45;L'aigle vole au-dessus de la falaise.;6;Phrase_433;-;0;0;13
45;Il a de grandes ailes.;5;Phrase_434;-;0;0;13
45;Il y a des dizaines de dromadaires dans le désert.;10;Phrase_435;-;0;0;13
45;Médor boit de l'eau à la fontaine.;7;Phrase_436;-;0;0;13
45;La mouette s'est posée sur le bateau du capitaine.;9;Phrase_437;-;0;0;13
45;J'aime les fraises.;3;Phrase_438;-;0;0;13
45;Il aime les fraises.;4;-;6;0;0;13
45;Ma maîtresse m'apprend à lire.;5;Phrase_439;-;0;0;13
45;Le roi vit dans un somptueux palais.;7;Phrase_440;-;0;0;13
45;J'ai fait une vinaigrette pour la salade.;7;Phrase_441;-;0;0;13
45;Pierre a fait des vinaigrettes.;5;-;-1;0;0;13
45;La librairie est remplie de livres.;6;Phrase_443;-;0;0;13
45;Agnès et son compagnon ramassent une poignée de raisins dans la vigne.;12;Phrase_396;-;0;0;13
45;"Papa prépare du riz au lait, maman fait la vaisselle et je ne bouge pas de la chaise.";18;Phrase_444;-;0;0;13
45;L'escargot a mangé la laitue de papi.;7;Phrase_445;-;0;0;13
45;Elle plante des graines.;4;Phrase_446;-;0;0;13
45;L'éclair est à la fraise.;5;Phrase_447;-;0;0;13
45;Le bateau est à quai.;5;Phrase_448;-;0;0;13
45;Il entendait le bruit.;4;Phrase_449;-;0;0;13
45;Elle chantait la chanson.;4;Phrase_450;-;0;0;13
45;Je dévore mon bol de riz au lait.;8;Phrase_378;-;0;0;13
45;Tu croquais la pomme.;4;Phrase_451;-;0;0;13
45;Je regardais les oiseaux.;4;Phrase_452;-;0;0;13
45;La caissière compte la monnaie.;5;-;8;0;0;13
45;Nous buvons du lait.;4;-;4;0;0;13
46;Voulez-vous une boisson chaude ou froide ?;7;Phrase_349;-;0;0;14
46;Venez chez moi !;4;Phrase_453;-;0;0;14
46;La sirène de pompier a retenti par la fenêtre.;9;Phrase_358;-;0;0;14
46;Allons nous amuser !;4;Phrase_454;4;0;0;14
46;Il a un nez crochu.;5;Phrase_455;-;0;0;14
46;Pouvez-vous laver les fraises pour le goûter ?;8;Phrase_456;-;0;0;14
46;Ne jetez pas vos papiers par terre.;7;Phrase_457;-;0;0;14
46;Mettez-les dans la poubelle !;5;Phrase_458;-;0;0;14
46;Il faut prendre le pont pour traverser.;7;Phrase_459;-;0;0;14
46;Papa est cuisinier dans un restaurant.;6;Phrase_460;-;0;0;14
46;"Allez, levez-vous !";3;Phrase_462;-1;0;0;14
46;Venez danser !;3;Phrase_463;-;0;0;14
46;Je dois laver la vaisselle.;5;Phrase_464;-;0;0;14
46;Il faut sonner à la porte avant de rentrer. ;9;Phrase_465;-;0;0;14
46;Mon anniversaire est noté sur le calendrier.;7;Phrase_466;-;0;0;14
46;Roger doit donner la monnaie à la caissière pour acheter du lait.;12;Phrase_467;-;0;0;14
46;Elle doit laver la vaisselle.;5;-;4;0;0;14
47;La marmotte plie le papier du chocolat.;7;Phrase_105;-;0;0;14
47;Martin aime parler au téléphone.;5;Phrase_468;-;0;0;14
47;L'éléphant est gris.;3;Phrase_469;-1;0;0;14
47;Médor a créé une catastrophe dans le salon.;8;Phrase_470;-;0;0;14
47;Maman l'a grondé.;3;Phrase_471;-;0;0;14
47;Le phoque est sur la banquise.;6;Phrase_472;-;0;0;14
47;Le fantôme effraie les visiteurs du phare.;7;Phrase_473;-;0;0;14
47;Sophie a pris une photographie de sa mamie.;8;Phrase_474;-;0;0;14
47;J'apprends l'alphabet.;2;Phrase_475;-;0;0;14
47;Nous apprenons l'alphabet.;3;-;-1;0;0;14
47;Le dauphin fait des bonds dans l'eau.;7;Phrase_476;-;0;0;14
47;Les têtards sautent sur les nénuphars.;6;Phrase_477;-;0;0;14
47;Alphonse veut devenir photographe.;4;Phrase_478;-;0;0;14
47;Léo veut être photographe.;4;-;4;0;0;14
47;Papa et moi allons voir les dauphins au zoo.;9;Phrase_479;-;0;0;14
47;Delphine a téléphoné pour réserver le restaurant.;7;Phrase_480;-;0;0;14
47;Le phare est allumé.;4;Phrase_481;4;0;0;14
47;Daphné a téléphoné.;3;-;-1;0;0;14
47;Nous allons voir les dauphins.;5;-;8;0;0;14
48;J'ai mal au ventre en tournant sur le tourniquet.;9;Phrase_483;-;0;0;14
48;"Dans la baignoire, de l'eau sort du robinet et se mélange au savon pour former des bulles.";17;Phrase_484;-;0;0;14
48;Cassandra m'a chuchoté un secret.;5;Phrase_485;-;0;0;14
48;Clément a attrapé des poissons violets dans son filet.;9;Phrase_486;-;0;0;14
48;Papa a cuisiné un poulet au four et des navets pour le diner.;13;Phrase_487;-;0;0;14
48;Il court le furet du Bois Joli.;7;Phrase_488;-;0;0;14
48;Les furets courent.;3;-;4;0;0;14
48;Le perroquet papote sur l'épaule du pirate.;7;Phrase_489;-;0;0;14
48;J'ai sifflé dans mon sifflet.;5;Phrase_490;-;0;0;14
48;Papi me construit un tabouret en bois.;7;Phrase_491;-;0;0;14
48;Papi me construit un tabouret.;5;-;-1;0;0;14
48;J'ai glissé en chaussettes sur le parquet.;7;Phrase_493;-;0;0;14
49;un haricot;2;-;-;1;0;15
49;une histoire;2;-;-;1;0;15
49;l'hirondelle;1;-;-;1;0;15
49;un hélicoptère;2;-;-;1;0;15
49;l'hippopotame;1;-;-;1;0;15
49;les huitres;2;-;-;1;0;15
49;une huitre;2;-;-;1;0;15
49;les jouets;2;-;-;1;0;15
49;le printemps;2;-;-;1;0;15
49;L'aigle vole haut.;3;-;4;0;1;15
49;"Au printemps, les hirondelles jasent en haut des branches : ''Voici venir le chat. Hâtez-vous de vous cacher ! ''";20;Phrase_495;-;0;1;15
49;Il a vu un lapin qui renifle du thym.;9;Phrase_285;-;0;1;15
49;L'hippopotame barbote au bord du fleuve.;6;Phrase_496;-;0;1;15
49;Nous avons fait un tour de Paris en hélicoptère.;9;Phrase_497;-;0;1;15
49;"Nous avons fait un tour de Paris en hélicoptère. En bas, les habitants paraissent comme des fourmis.";17;Phrase_498;-;0;1;15
49;"A la cantine, les haricots sont trop cuits, c'est horrible !";11;Phrase_499;-;0;1;15
49;On habite dans un appartement.;5;Phrase_261;-1;0;0;15
49;Thibaut adore les pâtisseries au chocolat.;6;Phrase_324;-;0;1;15
49;Hugo et Chloé se prêtent leurs jouets.;7;Phrase_501;-;0;1;15
49;Je mange une huitre.;4;-;4;0;0;15
49;Henri est jaloux.;3;-;-1;0;0;15
50;Les cygnes glissent.;3;-;-1;0;0;15
50;L'aigle vole haut dans le ciel.;6;Phrase_494;-;0;0;15
50;Elle a reçu un jouet à sa fête d'anniversaire.;9;Phrase_482;-;0;0;15
50;"Ce soir, c'est la fête de Noël.";7;Phrase_352;-;0;0;15
50;On vend les antiquités aux puces.;6;Phrase_502;-;0;0;15
50;"Pendant la nuit, la cité est éclairée.";7;Phrase_503;-;0;0;15
50;Je mange un poulet à la sauce épicée.;8;Phrase_504;-;0;0;15
50;Les plumes du cygne sont douces.;6;Phrase_505;-;0;0;15
50;"Ce soir, pour le diner, papa cuisine des pâtes à la sauce tomate.";13;Phrase_327;-;0;0;15
50;Nous habitons en France.;4;Phrase_506;-;0;0;15
50;Les racines de l'arbre descendent très bas dans le sol.;10;Phrase_508;-;0;0;15
50;Je rêve d'une crêpe au chocolat remplie de morceaux de pêches.;11;Phrase_357;-;0;0;15
50;Le cerf saute au-dessus du tronc.;6;Phrase_384;-;0;0;15
50;Papa et maman m'ont emmené voir des guignols au cirque.;10;Phrase_403;-;0;0;15
50;Je pars en vacances à la campagne.;7;Phrase_395;-;0;0;15
50;La princesse a senti le petit pois.;7;Phrase_312;-;0;0;15
50;Lucette remplit la brouette.;4;Phrase_415;-;0;0;15
50;"Cette nuit, une chouette s'est posée sur le rebord de ma fenêtre.";12;Phrase_420;-;0;0;15
50;La saucisse a roulée sur le sol.;7;Phrase_509;-;0;0;15
50;Mon cerveau devient plus fort quand j'apprends.;7;Phrase_510;-;0;0;15
50;Mon cerveau apprend.;3;-;4;0;0;15
50;L'écorce du citron est acide.;5;Phrase_511;8;0;0;15
50;Le prince embrasse la princesse.;5;Phrase_512;-;0;0;15
50;"Au cirque, nous avons vu un pinçon qui parle.";9;Phrase_513;-;0;0;15
50;J'ai reçu une carte postale de ma grand-mère. Elle est partie en vacances.;13;Phrase_514;-;0;0;15
50;"Il fait très chaud, je rajoute des glaçons dans mon thé.";11;Phrase_515;-;0;0;15
51;Gérard est très bavard.;4;Phrase_385;-;0;0;16
51;Il va avoir un poisson rouge et noir.;8;Phrase_309;-;0;0;16
51;Il faut que la voiture s'arrête quand le signal est rouge.;11;Phrase_406;-;0;0;16
51;Quel âge as-tu ?;4;Phrase_516;-;0;0;16
51;Le canari chante dans sa cage.;6;Phrase_517;-;0;0;16
51;"Au zoo, j'ai vu des singes dans leur grande cage.";10;Phrase_518;-;0;0;16
51;"A Paris, il y a beaucoup de pigeons.";8;Phrase_519;-;0;0;16
51;Les deux pigeons picorent.;4;-;-1;0;0;16
51;"Le fromage ne sent pas bon, mais il est délicieux.";10;Phrase_520;-;0;0;16
51;J'ai toujours les genoux écorchés car je suis un aventurier sauvage.;11;Phrase_521;-;0;0;16
51;Des matelots courageux naviguent.;4;Phrase_218;-;0;0;16
51;"Sur la plage, je construis un château de sable.";9;Phrase_329;-;0;0;16
51;"Dans le potager de papi, il fait pousser des navets, des courgettes, des haricots et de la laitue.";18;Phrase_522;-;0;0;16
51;Ma chambre est au premier étage.;6;Phrase_523;-;0;0;16
51;"Le matin, il y a du givre sur le sol.";10;Phrase_524;-;0;0;16
51;Je dois porter un gilet pour jouer dehors.;8;Phrase_525;-;0;0;16
51;J'ai mal à la gorge.;5;Phrase_526;-;0;0;16
51;On fait du judo dans un gymnase.;7;Phrase_528;-;0;0;16
52;On n'a pas besoin de taxi pour aller dans le centre du village.;13;Phrase_530;-;0;0;16
52;Xavier a fait un gâteau. On dirait une explosion dans la cuisine.;12;Phrase_531;-;0;0;16
52;Xavier a fait un gâteau.;5;-;-1;0;0;16
52;Il va devoir s'excuser !;5;Phrase_532;4;0;0;16
52;Je joue du saxophone dans un groupe de jazz.;9;Phrase_533;-;0;0;16
52;"Quelle douce nuit, nous pouvons manger à l'extérieur ce soir.";10;Phrase_534;-;0;0;16
53;J'ai des exercices d'écriture à faire pour demain.;8;Phrase_536;-;0;0;16
53;Je dois aller acheter du pain à la boulangerie.;9;Phrase_537;-;0;0;16
53;Le garçon a mangé beaucoup de cerises. Il a mal au ventre.;12;Phrase_507;-;0;0;16
53;Alain a vu un daim dans la forêt.;8;Phrase_538;-;0;0;16
53;"Soudainement, papa a ralenti fort pour éviter la collision.";9;Phrase_539;-;0;0;16
53;"Heureusement, on portait un casque de sécurité !";8;Phrase_540;-;0;0;16
53;"Demain, nous allons prendre le train.";6;Phrase_541;-;0;0;16
53;Le poulain est né ce matin.;6;Phrase_542;-;0;0;16
53;Le poulain est né.;4;-;-1;0;0;16
53;La graine pousse dans le sol.;6;Phrase_543;-;0;0;16
53;J'ai beaucoup de copains.;4;Phrase_544;-;0;0;16
53;Le vilain petit canard.;4;Phrase_545;-;0;0;16
53;"Maintenant qu'Hippolyte sait lire, il peut lire les histoires tout seul.";11;Phrase_500;-;0;0;16
53;Mange ton pain maintenant !;5;Phrase_546;4;0;0;16
53;On sort au prochain arrêt.;5;Phrase_547;-1;0;0;16
53;Je dessine son portrait.;4;Phrase_548;-;0;0;16
53;Arrêtez le train !;4;-;4;0;0;16
54;C'est le mien.;3;Phrase_549;-;0;0;17
54;Le magicien fait un tour de magie.;7;Phrase_550;-;0;0;17
54;Bienvenue chez moi !;4;Phrase_551;4;0;0;17
54;Le pharmacien recommande du sirop pour le mal de gorge.;10;Phrase_552;-;0;0;17
54;Les musiciens jouent.;3;Phrase_554;-;0;0;17
54;Le chirurgien vient d'opérer.;4;Phrase_555;-;0;0;17
54;Je ne veux rien !;5;Phrase_556;4;0;0;17
54;La maison de mamie est ancienne.;6;Phrase_557;-;0;0;17
54;Le chien de papi est vieux.;6;Phrase_558;-;0;0;17
54;Est-ce que c'est le tien ?;6;Phrase_559;-;0;0;17
54;Je n'ai pas de stylo.  Maximilien m'a prêté le sien.;10;Phrase_560;-;0;0;17
55;L'espion a chuchoté un secret.;5;Phrase_561;-;0;0;17
55;J'ai perdu une dent.;4;Phrase_257;-;0;0;17
55;J'ai perdu mon chien.;4;Phrase_553;4;0;0;17
55;Patrick a perdu ses clés.;5;Phrase_180;-;0;0;17
55;Le spectacle au cirque était extraordinaire !;7;Phrase_535;-;0;0;17
55;Maman l'a enfermé dans son enclos.;6;Phrase_259;-;0;0;17
55;Léon a déchiré son veston.;5;Phrase_260;-;0;0;17
55;Quentin déteste les artichauts et adore les quiches aux poireaux.;10;Phrase_348;-;0;0;17
55;Nous allons chercher une baguette pour le petit déjeuner.;9;Phrase_461;-;0;0;17
55;J'ai perdu la course.;4;Phrase_562;-;0;0;17
55;Il a perdu la course.;5;-;-1;0;0;17
55;Tu glisses sur le verglas.;5;Phrase_146;-;0;0;17
55;"Madame Bertrand habite dans une ferme, avec son cheval, sa vache et ses moutons.";14;Phrase_563;-;0;0;17
55;Le magasin est ouvert.;4;Phrase_564;-;0;0;17
55;J'ai trouvé une perle dans une huitre.;7;Phrase_565;-;0;0;17
55;Il cherche des glands et des noix dans la terre.;10;Phrase_308;-;0;0;17
55;"Je cherches mon rat, je suis triste.";7;Phrase_082;-;0;0;17
55;Le reptile mange des petits insectes.;6;Phrase_567;-;0;0;17
55;L'escargot porte sur son dos sa maisonnette.;7;Phrase_568;-;0;0;17
55;Mamie a perdu un ski sur la piste.;8;Phrase_156;-;0;0;17
55;"Dans la grotte, le détective a fait une découverte extraordinaire.";10;Phrase_569;-;0;0;17
55;"Mercredi, après l'école, je vais à la piscine.";8;Phrase_570;-;0;0;17
55;"Mercredi, nous jouerons.";3;-;-1;0;0;17
55;Je me suis cogné la tête en descendant du bateau.;10;Phrase_402;-;0;0;17
55;La voiture de maman a glissé sur le verglas.;9;Phrase_571;-;0;0;17
55;Les perruches se sont posées sur leur perchoir pour picorer les graines.;12;Phrase_572;-;0;0;17
55;Quelqu'un épluche une mandarine.;4;Phrase_241;-;0;0;17
55;J'entoure la vache avec mon lasso.;6;-;-;0;0;17
55;"Le matin, Quentin déguste un croissant avec de la confiture de framboises.";12;Phrase_300;-;0;0;17
55;Le caméléon attrape avec sa langue la mouche.;8;Phrase_276;-;0;0;17
55;Il tape avec son bâton.;5;Phrase_319;-;0;0;17
55;Je creuse un trou dans le sable avec une pelle.;10;Phrase_414;-;0;0;17
55;Maman se coiffe les cheveux avec un peigne.;8;Phrase_442;-;0;0;17
55;"Avec mon amie Julie, je fais de la gym tous les mardis.";12;Phrase_529;-;0;0;17
55;Maman m'a offert un râteau et un seau.;8;Phrase_330;-;0;0;17
55;J'ai offert un béret violet à mamie.;7;Phrase_492;-;0;0;17
55;"Aux aguets, le serpent se camoufle derrière le buisson, pour chasser les petites souris.";14;Phrase_573;-;0;0;17
55;"Cet été, maman, papa et moi avons randonné dans les Alpes.";11;Phrase_574;-;0;0;17
56;"Afin d'empoisonner la princesse, la vilaine sorcière prépare une potion magique.";11;Phrase_575;-;0;0;17
56;Elle a trouvé la potion.;5;-;8;0;0;17
56;Les potions explosent.;3;-;-1;0;0;17
56;"Ce matin, Martin et Albert ont joué à l'épervier pendant la récréation.";12;Phrase_576;-;0;0;17
56;L'éruption du volcan a couvert l'ile de lave.;8;Phrase_577;-;0;0;17
56;"Chez moi, la tradition c'est le diner en famille le dimanche.";11;Phrase_578;-;0;0;17
56;"Dans l'encyclopédie des animaux, il y a de jolies illustrations.";10;Phrase_579;-;0;0;17
56;Je ramène une collection de cristaux de notre expédition dans la grotte.;12;Phrase_580;-;0;0;17
56;J'ai fait des additions.;4;Phrase_581;-1;0;0;17
56;Papa a trouvé la solution.;5;Phrase_582;-;0;0;17
56;Dans quelle direction est le parc ?;7;Phrase_583;-;0;0;17
56;La compétition commence.;3;-;4;0;0;17
57;Regardez-moi dans les yeux !;5;Phrase_584;-;0;0;18
57;J'ai mangé mon pot de yaourt.;6;Phrase_585;-;0;0;18
57;Il mange son yaourt.;4;-;-1;0;0;18
57;On a rapporté du bon gruyère de la ferme.;9;Phrase_586;-;0;0;18
57;Il y a trois trous.;5;Phrase_587;-;0;0;18
57;"Mamie, maman et moi avons toutes les trois les yeux verts.";11;Phrase_588;-;0;0;18
57;"Avec les copains, on a joué au yoyo.";8;Phrase_589;-;0;0;18
57;On joue au yoyo.;4;-;-1;0;0;18
57;"Youpi, c'est la fête !";5;Phrase_590;-;0;0;18
57;Les yacks sauvages broutent l'herbe dans les hauts plateaux.;9;Phrase_591;-;0;0;18
58;On a payé la caissière pour le chocolat.;8;Phrase_592;-;0;0;18
58;Ne te casse pas les dents sur le noyau.;9;Phrase_593;-;0;0;18
58;Maya a fait un beau dessin avec ses nouveaux crayons.;10;Phrase_594;-;0;0;18
58;"On part en voyage sur la côte, je n'ai jamais vu d'aussi beau paysage.";14;Phrase_595;-;0;0;18
58;"Au royaume du roi Dagobert, tout est à l'envers !";10;Phrase_596;-;0;0;18
58;Vous pouvez trouver le camembert au rayon laitier.;8;Phrase_597;-;0;0;18
58;"En faisant des grimaces au bébé, il rit joyeusement.";9;Phrase_598;-;0;0;18
58;Nous tenons un gite pour héberger les voyageurs qui visitent notre village.;12;Phrase_599;-;0;0;18
58;"En voyant le vilain voleur, les chiens se sont mis à aboyer.";12;Phrase_600;-;0;0;18
58;Les paysans récoltent le blé tous les ans.;8;Phrase_601;-;0;0;18
58;"A, é, i et o sont des voyelles.";8;Phrase_602;-;0;0;18
58;Le voyageur m'a raconté l'incroyable histoire de ses aventures.;9;Phrase_603;-;0;0;18
58;Il rit joyeusement.;3;-;-1;0;0;18
59;"Dans la cour de récré, les filles jouent avec des billes et les garçons avec des balles.";17;Phrase_604;-;0;0;18
59;La chenille se transforme en cocon pour former un beau papillon.;11;Phrase_609;-;0;0;18
59;"Sur la plage, nous ramassons des coquillages.";7;Phrase_614;-;0;0;18
59;Je me suis tordu la cheville.;6;Phrase_605;-;0;0;18
59;Le gorille fait partie de la famille des singes.;9;Phrase_606;-;0;0;18
59;On a mangé du poisson grillé.;6;-;-;0;0;18
59;Maman a préparé du flan à la vanille.;8;Phrase_607;-;0;0;18
59;Maman a mis à bouillir le bouillon sur le feu.;10;Phrase_619;-;0;0;18
59;Les filles jouent.;3;-;2;0;0;18
59;Je balance de la purée avec ma cuillère.;8;Phrase_625;-;0;0;18
59;Je balance de la purée avec ma cuillère. Maman me gronde.;11;Phrase_627;-;0;0;18
60;J'ai mangé de l'ail. Ma bouche ne sent pas bon.;10;Phrase_611;-;0;0;19
60;"Avec mes cousins, nous avons joué dans la paille.";9;Phrase_612;-;0;0;19
60;Les bébés cailles suivent leur maman à la file indienne.;10;Phrase_613;-;0;0;19
60;Mon papa travaille dans un grand bâtiment.;7;Phrase_317;-;0;0;19
60;"En plongeant sous l'eau, j'ai vu du corail et des poissons aux brillantes écailles.";14;Phrase_615;-;0;0;19
60;"Il fait chaud, j'ouvre mon éventail.";6;Phrase_616;-;0;0;19
60;J'ai gagné une médaille pour la course.;7;Phrase_617;-;0;0;19
60;J'ai gagné une médaille.;4;-;6;0;0;19
60;Papa travaille sur un chantier.;5;-;6;0;0;19
60;Papa travaille sur un chantier. Il construit des portails.;9;Phrase_618;-;0;0;19
60;Je me suis réveillé.;4;Phrase_620;-1;0;0;19
60;Le soleil se couche à l'ouest.;6;Phrase_566;-;0;0;19
60;On sèche le linge au soleil.;6;Phrase_527;-;0;0;19
60;Le soleil brille de mille feux.;6;-;-;0;0;19
60;Le soleil brille.;3;Phrase_610;4;0;0;19
60;""Les abeilles ne me font pas peur, mais les frelons oui !", dit Valérie.";14;Phrase_621;-;0;0;19
60;J'ai le meilleur fauteuil pour regarder les écureuils par la fenêtre.;11;Phrase_622;-;0;0;19
60;Camille me chatouille les orteils.;5;Phrase_623;-;0;0;19
60;Papi me chatouille les orteils.;5;-;-1;0;0;19
60;La fouine fouille dans les poubelles.;6;Phrase_624;-;0;0;19
60;Léa a payé la caissière.;5;-;-1;0;0;19
60;Je lui chatouille alors derrière les oreilles.;7;Phrase_626;-;0;0;19
60;Martha me gronde.;3;-;-1;0;0;19
60;Les groseilles sont des petites merveilles sucrées.;7;Phrase_628;-;0;0;19
60;Les groseilles sont mûres.;4;-;6;0;0;19
60;"En hiver, il n'y a plus de feuilles sur les tilleuls.";11;Phrase_629;-;0;0;19
60;"À travers le brouillard, j'ai vu le chevreuil bondir.";9;Phrase_630;-;0;0;19
60;"Pour me réveiller,  Gaëlle m'a jeté un verre d'eau sur la figure. Je suis tout mouillé et fâché.";18;Phrase_631;-;0;0;19
60;Je suis tout mouillé et fâché.;6;Phrase_632;4;0;0;19
60;"En taillant la haie, Papa fait fuir les écureuils apeurés.";10;Phrase_633;-;0;0;19
61;J'ai écouté un merveilleux orchestre.;5;Phrase_634;-;0;0;19
61;L'orchestre joue.;2;-;-1;0;0;19
61;Le choeur chante en écho avec l'orchestre.;7;Phrase_635;-;0;0;19
61;Le choeur chante.;3;-;4;0;0;19
61;J'ai une bonne technique pour cueillir les groseilles.;8;Phrase_636;-;0;0;19
61;"Pour ne pas louper la tarte à la citrouille, maman a mis le chronomètre.";14;Phrase_637;-;0;0;19
61;Ils ont le chronomètre.;4;-;4;0;0;19
61;"Selon le chrono, j'ai couru plus rapidement que mes copains.";10;Phrase_638;-;0;0;19
61;J'ai crié dans la grotte pour entendre mon écho.;9;Phrase_639;-;0;0;19
61;Il entendait son écho.;4;-;-1;0;0;19
61;Nous avons appris une chorégraphie pour la fête de l'école.;10;Phrase_640;-;0;0;19
61;Vous avez appris une chorégraphie.;5;-;6;0;0;19
61;"Avec la chorale, nous avons chanté à un concert.";9;Phrase_641;-;0;0;19
61;La chorale chante bien.;4;-;-1;0;0;19
61;Les orchidées de mamie ont de jolies feuilles et de magnifiques fleurs de couleur corail.;15;Phrase_642;-;0;0;19
61;Les orchidées sont très colorés.;5;-;-1;0;0;19
62;Le wapiti est un énorme élan.;6;Phrase_643;-;0;0;19
62;Le wapiti brame.;3;-;4;0;0;19
62;Le walibi est un petit kangourou.;6;Phrase_644;-;0;0;19
62;Le walibi mange.;3;-;-1;0;0;19
62;"Au cinéma avec papa, nous avons vu un western !";10;Phrase_645;-;0;0;19
62;Ils ont regardé un western.;5;-;-1;0;0;19
62;"Hier, j'ai mangé des kiwis sur une plage d'Hawaï.";9;Phrase_646;-;0;0;19
62;Vous mangez des kiwis.;4;-;6;0;0;19
62;Ils ont la bonne technique.;5;-;6;0;0;19
