LESSON;GROUP;SENTENCE LESSON;ORTHOGRAPHY;WORD;WORD COUNT;SECTIONS
56;7;53;J'ai plein de copains.;de;4;
56;7;53;Le vilain petit canard.;vilain;4;
57;1;54;Le magicien fait un tour de magie.;magie;7;26 - ien
57;1;54;Les musiciens jouent.;jouent;3;
57;1;54;C'est le mien.;le;3;
57;2;54;La maison de mamie est ancienne.;maison;6;
57;2;54;Le chirurgien vient d'opérer.;vient;4;
57;2;54;Le chien de papi est vieux.;de;6;
57;3;54;C'est le mien.;le;3;
57;3;54;Le magicien fait un tour de magie.;fait;7;
57;3;54;Est-ce que c'est le tien ?;que;6;
57;4;54;La maison de mamie est ancienne.;mamie;6;
57;4;54;Le chirurgien vient d'opérer.;vient;4;
57;4;54;Les musiciens jouent.;les;3;
57;5;54;Le magicien fait un tour de magie.;tour;7;
57;5;54;La maison de mamie est ancienne.;est;6;
57;5;54;Le chien de papi est vieux.;chien;6;
57;6;54;Le magicien fait un tour de magie.;magie;7;
57;6;54;C'est le mien.;le;3;
57;6;54;Les musiciens jouent.;jouent;3;
57;7;54;Le chirurgien vient d'opérer.;vient;4;
57;7;54;Le chien de papi est vieux.;vieux;6;
57;7;54;C'est le mien.;le;3;
58;1;56;L'éruption du volcan a couvert l'ile de lave.;volcan;8;27 - ti
58;1;55;L'espion a chuchoté un secret.;un;5;
58;1;55;J'ai perdu la course.;perdu;4;
58;2;55;J'ai trouvé une perle dans une huitre.;perle;7;
58;2;56;Papa a trouvé la solution.;trouvé;5;
58;2;55;Tu glisses sur le verglas.;sur;5;
58;3;55;L'escargot porte sur son dos sa maisonnette.;porte;7;
58;3;55;J'ai trouvé une perle dans une huitre.;dans;7;
58;3;55;Le magasin est ouvert.;ouvert;4;
58;4;55;Le reptile mange des petits insectes.;petits;6;
58;4;55;"Je cherches mon rat, je suis triste.";mon;7;
58;4;56;Papa a trouvé la solution.;a;5;
58;5;55;L'escargot porte sur son dos sa maisonnette.;sur;7;
58;5;55;Mamie a perdu un ski sur la piste.;perdu;8;
58;5;56;Papa a trouvé la solution.;la;5;
58;6;55;"Mercredi, après l'école, je vais à la piscine.";après;8;
58;6;56;Dans quelle direction est le parc ?;le;7;
58;6;55;Le magasin est ouvert.;est;4;
58;7;56;L'éruption du volcan a couvert l'ile de lave.;couvert;8;
58;7;55;Quelqu'un épluche une mandarine.;épluche;4;
58;7;56;Papa a trouvé la solution.;la;5;
60;1;57;Regardez-moi dans les yeux !;yeux;5;"28 - y, oy"
60;1;57;J'ai mangé mon pot de yaourt.;de;6;
60;1;58;"A, é, i et o sont des voyelles.";sont;8;
60;2;58;Vous pouvez trouver le camembert au rayon laitier.;rayon;8;
60;2;58;Les paysans récoltent le blé tous les ans.;tous;8;
60;2;57;"Avec les copains, on a joué au yoyo.";joué;8;
60;3;58;Les paysans récoltent le blé tous les ans.;paysans;8;
60;3;58;On a payé la caissière pour le chocolat.;payé;8;
60;3;57;"Youpi, c'est la fête !";youpi;5;
60;4;58;On a payé la caissière pour le chocolat.;pour;8;
60;4;57;J'ai mangé mon pot de yaourt.;yaourt;6;
60;4;58;"A, é, i et o sont des voyelles.";sont;8;
60;5;58;Vous pouvez trouver le camembert au rayon laitier.;trouver;8;
60;5;57;"Avec les copains, on a joué au yoyo.";yoyo;8;
60;5;57;Regardez-moi dans les yeux !;les;5;
60;6;57;J'ai mangé mon pot de yaourt.;pot;6;
60;6;58;Vous pouvez trouver le camembert au rayon laitier.;vous;8;
60;6;57;Regardez-moi dans les yeux !;dans;5;
60;7;57;"Avec les copains, on a joué au yoyo.";avec;8;
60;7;57;Regardez-moi dans les yeux !;yeux;5;
60;7;57;"Youpi, c'est la fête !";la;5;
62;1;59;"Sur la plage, nous ramassons des coquillages.";plage;7;29 - ay to ill
62;1;59;Je me suis tordu la cheville.;tordu;6;
62;1;59;Les filles jouent.;les;3;
62;2;59;Maman a préparé du flan à la vanille.;vanille;8;
62;2;59;Je balance de la purée avec ma cuillère.;ma;8;
62;2;59;On a mangé du poisson grillé.;mangé;6;
62;3;59;Je balance de la purée avec ma cuillère.;balance;8;
62;3;59;"Sur la plage, nous ramassons des coquillages.";nous;7;
62;3;59;Je me suis tordu la cheville.;me;6;
62;4;59;Maman a préparé du flan à la vanille.;préparé;8;
62;4;59;Les filles jouent.;filles;3;
62;4;59;On a mangé du poisson grillé.;a;6;
62;5;59;On a mangé du poisson grillé.;grillé;6;
62;5;59;Les filles jouent.;les;3;
62;5;59;Je me suis tordu la cheville.;suis;6;
62;6;59;"Sur la plage, nous ramassons des coquillages.";la;7;
62;6;59;Maman a préparé du flan à la vanille.;vanille;8;
62;6;59;On a mangé du poisson grillé.;mangé;6;
62;7;59;Je balance de la purée avec ma cuillère.;de;8;
62;7;59;Je me suis tordu la cheville.;suis;6;
62;7;59;On a mangé du poisson grillé.;poisson;6;
64;1;60;Le soleil se couche à l'ouest.;soleil;6;30 -ch/k/
64;1;60;Camille me chatouille les orteils.;me;5;
64;1;61;J'ai écouté un merveilleux orchestre.;écouté;5;
64;2;60;Le soleil brille de mille feux.;brille;6;
64;2;61;Le choeur chante en écho avec l'orchestre.;en;7;
64;2;60;On sèche le linge au soleil.;on;6;
64;3;60;Les groseilles sont des petites merveilles sucrées.;petites;7;
64;3;60;La fouine fouille dans les poubelles.;dans;6;
64;3;60;On sèche le linge au soleil.;sèche;6;
64;4;60;La fouine fouille dans les poubelles.;fouille;6;
64;4;60;"Il fait chaud, j'ouvre mon éventail.";mon;6;
64;4;60;Le soleil se couche à l'ouest.;soleil;6;
64;5;61;J'ai une bonne technique pour cueillir les groseilles.;pour;8;
64;5;60;"Il fait chaud, j'ouvre mon éventail.";chaud;6;
64;5;60;On sèche le linge au soleil.;au;6;
64;6;60;Les groseilles sont des petites merveilles sucrées.;sont;7;
64;6;60;Camille me chatouille les orteils.;orteils;5;
64;6;60;Le soleil brille de mille feux.;de;6;
64;7;60;Je lui chatouille alors derrière les oreilles.;lui;7;
64;7;61;J'ai une bonne technique pour cueillir les groseilles.;cueillir;8;
64;7;61;J'ai écouté un merveilleux orchestre.;un;5;
65;1;62;Le wapiti est un énorme élan.;wapiti;6;31 - w
65;1;62;Le walibi est un petit kangourou.;un;6;
65;1;62;Vous mangez des kiwis.;mangez;4;
65;2;62;Le walibi est un petit kangourou.;walibi;6;
65;2;62;Ils ont regardé un western.;ont;5;
65;2;62;Le wapiti brame.;le;3;
65;3;62;Vous mangez des kiwis.;kiwis;4;
65;3;62;Ils ont regardé un western.;ont;5;
65;3;62;Le wapiti est un énorme élan.;un;6;
65;4;62;Le walibi est un petit kangourou.;walibi;6;
65;4;62;Le wapiti brame.;brame;3;
65;4;62;Vous mangez des kiwis.;des;4;
65;5;62;Le walibi est un petit kangourou.;le;6;
65;5;62;Le wapiti est un énorme élan.;est;6;
65;5;62;Ils ont regardé un western.;western;5;
65;6;62;Le wapiti brame.;le;3;
65;6;62;Vous mangez des kiwis.;mangez;4;
65;6;62;Le wapiti est un énorme élan.;wapiti;6;
65;7;62;Vous mangez des kiwis.;vous;4;
65;7;62;Le walibi est un petit kangourou.;petit;6;
65;7;62;Ils ont regardé un western.;regardé;5;
